ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
7428,150000.0,1,1,2,32,0,0,2,2,2,0,52582.0,57496.0,55705.0,57210.0,57084.0,13194.0,6395.0,0.0,2100.0,222.0,1000.0,650.0,1
20726,450000.0,1,2,1,41,-2,-2,-2,-2,-2,-2,1068.0,1281.0,907.0,882.0,968.0,1243.0,1287.0,911.0,886.0,972.0,1249.0,1416.0,0
4182,150000.0,2,1,2,33,0,-1,-1,-1,-1,-1,74033.0,237.0,1420.0,1141.0,1067.0,1128.0,237.0,1426.0,1141.0,1067.0,1200.0,1150.0,0
18702,250000.0,2,2,2,25,0,0,0,0,0,3,25823.0,26114.0,27446.0,28371.0,4715.0,4358.0,1500.0,1575.0,1500.0,1000.0,0.0,0.0,0
15415,110000.0,2,3,1,63,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,780.0,0.0,390.0,390.0,390.0,780.0,0.0,390.0,1
12155,70000.0,2,1,1,35,4,4,3,2,0,0,77021.0,73268.0,70275.0,46045.0,42357.0,41026.0,0.0,2001.0,0.0,1666.0,1505.0,2079.0,0
580,30000.0,1,2,1,35,-2,-1,-1,-1,-1,-2,7797.0,2687.0,8762.0,3377.0,2000.0,0.0,2687.0,8765.0,3390.0,2040.0,0.0,0.0,0
2169,180000.0,1,2,1,35,1,2,0,0,0,0,32082.0,31293.0,31570.0,33370.0,33370.0,0.0,0.0,1400.0,2200.0,0.0,0.0,0.0,0
24420,260000.0,1,1,1,34,-2,-2,-2,-2,-2,-2,-40.0,-40.0,-40.0,8117.0,-8.0,-8.0,0.0,0.0,8157.0,0.0,0.0,1673.0,0
251,50000.0,2,2,2,26,1,2,2,0,0,0,50867.0,51486.0,48869.0,30115.0,29527.0,29998.0,1710.0,136.0,1206.0,2002.0,2005.0,3003.0,0
15693,80000.0,1,2,2,26,0,0,-1,-1,-1,-1,350.0,-40.0,70.0,180.0,-210.0,220.0,0.0,500.0,500.0,0.0,820.0,500.0,0
9972,50000.0,1,3,2,38,0,0,0,0,0,0,50174.0,32012.0,34274.0,38668.0,40416.0,20355.0,3000.0,3000.0,5000.0,2000.0,3000.0,1200.0,0
16181,400000.0,2,1,2,31,-1,-1,-1,-1,0,0,72551.0,8572.0,2190.0,12881.0,7497.0,11563.0,8657.0,2190.0,12881.0,0.0,4590.0,0.0,0
11490,360000.0,2,1,1,48,-1,-1,-1,-1,-1,-1,8243.0,10742.0,3300.0,0.0,1270.0,0.0,10752.0,3300.0,0.0,1270.0,0.0,889.0,0
9145,360000.0,1,2,1,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29433,130000.0,1,2,2,30,-1,2,2,2,-1,-1,780.0,780.0,390.0,0.0,780.0,0.0,390.0,0.0,0.0,780.0,0.0,0.0,0
25791,50000.0,2,2,2,38,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0
5772,300000.0,1,2,1,40,-2,-2,-2,-2,-2,-2,15876.0,4347.0,0.0,2208.0,2475.0,7580.0,4347.0,0.0,2208.0,2475.0,7580.0,0.0,0
26747,220000.0,1,1,2,29,1,2,2,2,2,2,31012.0,30215.0,33117.0,32286.0,34320.0,33634.0,0.0,3400.0,0.0,2576.0,0.0,2671.0,1
2326,50000.0,1,3,2,52,0,0,0,0,0,0,47479.0,49344.0,19596.0,19194.0,19201.0,19199.0,29456.0,1300.0,675.0,694.0,704.0,798.0,0
15431,50000.0,1,1,1,24,0,0,0,0,0,0,47734.0,47025.0,48102.0,48612.0,49465.0,50299.0,1763.0,1840.0,1751.0,1717.0,1773.0,1845.0,0
431,90000.0,2,2,2,25,0,0,0,0,0,0,91894.0,71732.0,73241.0,74424.0,76070.0,77648.0,3200.0,3300.0,3000.0,3001.0,3000.0,3100.0,0
10769,500000.0,1,1,1,41,2,0,0,0,0,0,564757.0,572834.0,430774.0,437950.0,447203.0,456453.0,19850.0,17200.0,15853.0,17000.0,17000.0,15740.0,1
2533,180000.0,2,1,2,29,-1,0,0,0,0,0,36567.0,26613.0,26941.0,27705.0,21955.0,0.0,1682.0,1400.0,1554.0,0.0,0.0,0.0,0
2458,30000.0,2,2,1,44,-1,2,2,2,2,2,8347.0,9560.0,9258.0,11096.0,11165.0,10837.0,1500.0,0.0,2000.0,392.0,0.0,2000.0,0
19187,240000.0,2,2,2,38,-2,-2,-2,-2,-2,-2,34752.0,30073.0,24315.0,3724.0,28347.0,11280.0,30073.0,24315.0,3724.0,28347.0,11280.0,31266.0,0
27236,100000.0,1,1,2,31,1,2,2,0,0,2,20505.0,22553.0,21904.0,23531.0,24636.0,25592.0,2700.0,0.0,2000.0,1500.0,1500.0,0.0,0
22292,30000.0,2,3,1,32,0,0,0,2,0,0,27395.0,25947.0,30473.0,27940.0,28397.0,29009.0,2000.0,5303.0,0.0,1200.0,1200.0,1200.0,0
11213,130000.0,2,3,1,57,0,0,0,0,0,0,125824.0,80801.0,81929.0,41671.0,42034.0,32219.0,4000.0,4000.0,3000.0,2500.0,1500.0,2000.0,1
506,160000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,0.0,792.0,1220.0,396.0,396.0,0.0,793.0,1220.0,0.0,0
23113,70000.0,2,2,2,30,0,0,2,0,0,0,10705.0,58825.0,53080.0,49153.0,47139.0,37610.0,50071.0,0.0,2000.0,2000.0,2000.0,2000.0,0
18780,140000.0,2,3,2,28,-1,-1,-1,-1,0,-1,800.0,7937.0,9920.0,7078.0,3936.0,1555.0,7937.0,10132.0,7084.0,4.0,1555.0,0.0,0
19083,70000.0,2,3,1,32,0,0,0,0,2,0,14180.0,10856.0,10822.0,13627.0,10852.0,12676.0,3000.0,2000.0,3000.0,0.0,2000.0,3000.0,1
17895,200000.0,1,2,2,27,2,0,0,0,0,0,189605.0,191628.0,180604.0,181273.0,180385.0,185370.0,14635.0,10019.0,8029.0,7010.0,10022.0,7049.0,1
19007,120000.0,2,2,2,30,-2,-2,-2,-2,-2,-2,2680.0,14770.0,7817.0,416.0,270.0,0.0,14770.0,7832.0,416.0,270.0,0.0,0.0,0
19691,390000.0,2,2,1,37,0,0,0,0,0,0,175363.0,164292.0,144731.0,145140.0,130727.0,131619.0,5551.0,5358.0,5500.0,5000.0,20000.0,10000.0,0
27094,190000.0,1,1,1,48,0,0,0,0,-2,-2,189158.0,150621.0,153900.0,0.0,0.0,0.0,6561.0,6900.0,0.0,0.0,0.0,0.0,0
23180,190000.0,2,2,1,34,1,-2,-2,-2,-2,-2,-18.0,-18.0,-18.0,-18.0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12627,80000.0,1,3,1,55,0,0,0,0,0,0,82567.0,84221.0,80041.0,19000.0,15178.0,14717.0,3121.0,8443.0,1582.0,548.0,531.0,479.0,0
3835,50000.0,2,3,1,25,2,2,0,0,0,0,31097.0,30322.0,31142.0,29391.0,30099.0,28041.0,0.0,1833.0,1000.0,1000.0,10000.0,10000.0,1
1331,150000.0,1,1,2,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21467,120000.0,2,2,2,28,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
23829,240000.0,2,1,1,51,-2,-2,-2,-1,-1,-1,4302.0,542.0,3934.0,6630.0,6817.0,7658.0,546.0,3953.0,6646.0,6865.0,7673.0,4208.0,0
2542,100000.0,2,1,1,35,2,0,0,2,2,2,47253.0,49489.0,53034.0,53568.0,54563.0,56013.0,3000.0,5000.0,2000.0,2000.0,2500.0,2300.0,1
28613,360000.0,2,3,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,271.0,-1.0,560.0,0.0,0.0,271.0,0.0,561.0,0.0,0.0,0
21996,100000.0,2,2,2,27,0,0,0,0,0,0,42713.0,50270.0,22576.0,18247.0,22029.0,19540.0,10000.0,10000.0,1500.0,4000.0,5000.0,5000.0,0
11900,50000.0,2,3,2,25,0,0,0,0,0,0,6954.0,6032.0,6529.0,7533.0,7857.0,4424.0,2161.0,1000.0,1004.0,3004.0,1005.0,2006.0,0
25873,180000.0,2,2,2,33,-1,-1,-1,-1,-1,-1,4160.0,7817.0,2358.0,18572.0,11560.0,4298.0,7817.0,2358.0,18577.0,11560.0,4298.0,12330.0,0
26226,280000.0,2,2,2,39,0,0,0,0,0,0,123997.0,126272.0,126953.0,106551.0,99592.0,100607.0,5600.0,5400.0,5006.0,3250.0,3400.0,3500.0,0
15806,30000.0,2,3,1,23,0,0,2,0,0,0,27552.0,30686.0,29915.0,29994.0,27310.0,27778.0,3605.0,2.0,1731.0,1093.0,1026.0,1964.0,0
9556,240000.0,1,4,2,29,0,0,0,0,0,0,219419.0,151914.0,159320.0,148705.0,134563.0,195628.0,7000.0,10082.0,8095.0,7015.0,67006.0,7026.0,0
7568,210000.0,2,2,1,48,-1,-1,-1,-1,-1,0,11876.0,11876.0,11876.0,11876.0,18954.0,11876.0,11876.0,11876.0,11876.0,18954.0,5000.0,11876.0,0
3508,50000.0,2,2,1,36,0,0,0,0,0,0,44510.0,42564.0,38181.0,30805.0,28252.0,28783.0,3000.0,3000.0,3000.0,2000.0,2000.0,5000.0,0
8835,420000.0,2,1,1,45,1,-1,-1,-1,-1,-1,-34.0,10321.0,6244.0,2970.0,3608.0,3019.0,2686.0,6500.0,3004.0,3797.0,3103.0,4302.0,0
18785,230000.0,2,2,2,26,-1,-1,0,0,0,-1,18612.0,90523.0,86813.0,35695.0,5555.0,15165.0,90523.0,10000.0,5170.0,5000.0,15165.0,8981.0,0
29858,50000.0,1,2,1,47,0,0,0,0,0,0,11325.0,12335.0,13431.0,14439.0,14602.0,14918.0,1504.0,1600.0,1537.0,700.0,700.0,600.0,0
23588,160000.0,2,1,2,39,-2,-2,-2,-2,-2,-2,0.0,300.0,0.0,0.0,821.0,0.0,300.0,0.0,0.0,821.0,0.0,0.0,0
28268,230000.0,2,2,1,43,0,0,0,0,0,0,7075.0,7806.0,8392.0,8967.0,8729.0,10816.0,1279.0,1295.0,1300.0,468.0,2816.0,5893.0,0
5845,180000.0,2,1,2,27,0,0,2,0,0,0,99137.0,119635.0,115839.0,105643.0,119358.0,116097.0,22500.0,121.0,10000.0,20000.0,25000.0,0.0,0
26477,380000.0,2,3,2,51,-1,-1,0,-1,0,-1,43715.0,60718.0,21814.0,47964.0,33405.0,2981.0,60718.0,2200.0,48000.0,0.0,2981.0,35500.0,0
24199,140000.0,1,1,2,30,-1,-1,-1,2,2,-1,1800.0,1885.0,4158.0,2021.0,-372.0,628.0,1885.0,4158.0,0.0,0.0,2000.0,0.0,0
28882,60000.0,2,3,1,39,1,2,0,0,2,0,31011.0,29565.0,31123.0,34134.0,23552.0,24020.0,0.0,3000.0,3638.0,0.0,1000.0,3000.0,0
4846,170000.0,1,2,2,34,-1,-1,-1,-1,-1,-1,2806.0,326.0,676.0,326.0,326.0,326.0,652.0,676.0,326.0,326.0,326.0,1722.0,1
4986,150000.0,2,1,2,26,2,2,2,2,2,2,75373.0,76865.0,78214.0,76363.0,79893.0,48052.0,3300.0,3200.0,0.0,5137.0,0.0,2200.0,1
23400,240000.0,2,3,2,35,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25570,130000.0,2,3,1,43,2,3,2,2,2,2,19690.0,19085.0,18491.0,20579.0,19950.0,21625.0,0.0,0.0,2400.0,0.0,2000.0,0.0,1
20263,50000.0,2,2,2,51,0,0,0,0,0,0,24202.0,23664.0,21780.0,22722.0,21907.0,2917.0,1340.0,1402.0,1344.0,1002.0,58.0,29.0,0
20857,200000.0,1,2,1,38,0,0,0,-2,-2,-2,7400.0,2872.0,212.0,2387.0,0.0,-2620.0,1005.0,220.0,2387.0,0.0,0.0,3380.0,0
26823,120000.0,1,2,1,29,-1,-1,2,-1,0,0,579.0,2718.0,1280.0,3783.0,2522.0,1261.0,3580.0,0.0,3822.0,0.0,0.0,1261.0,0
9318,150000.0,1,3,1,46,0,0,0,0,0,0,96396.0,98366.0,99456.0,79956.0,78154.0,76634.0,4073.0,3404.0,2722.0,54788.0,2770.0,2798.0,0
25507,210000.0,2,2,2,27,0,0,0,0,0,0,83381.0,85097.0,86928.0,89471.0,91282.0,93309.0,3100.0,3200.0,4000.0,3300.0,3500.0,3500.0,0
14848,500000.0,2,2,1,48,0,0,0,0,0,0,39734.0,149570.0,137549.0,130893.0,108030.0,144938.0,117243.0,4500.0,4500.0,5000.0,50000.0,4578.0,0
7843,120000.0,2,1,2,25,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
28648,200000.0,2,3,1,44,-2,-2,-2,-2,-2,-2,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,540.0,0
29985,30000.0,1,2,2,38,-1,-1,-2,-1,-1,-1,315.0,923.0,2939.0,1993.0,1907.0,3319.0,923.0,2977.0,1999.0,3057.0,3319.0,1000.0,0
13049,40000.0,1,3,2,24,2,0,0,0,0,0,39149.0,39189.0,40543.0,38922.0,39901.0,40746.0,1658.0,2012.0,1392.0,1605.0,1668.0,1201.0,1
25100,360000.0,1,5,1,50,1,-2,-2,-2,-2,-2,4767.0,-233.0,-233.0,-233.0,-233.0,-233.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14857,210000.0,2,2,1,35,-1,-1,-1,-1,-1,-1,1338.0,1508.0,1409.0,1549.0,2454.0,946.0,1508.0,1409.0,1549.0,2454.0,946.0,1525.0,0
25014,480000.0,1,1,1,49,-2,-2,-2,-2,-2,-2,63701.0,-220.0,38929.0,339176.0,33146.0,37337.0,0.0,39149.0,344261.0,33312.0,37511.0,31383.0,0
10740,270000.0,1,2,1,48,2,2,2,0,0,0,53624.0,67736.0,63082.0,73568.0,77642.0,73452.0,15018.0,0.0,20000.0,5000.0,10000.0,0.0,1
16095,160000.0,2,2,2,42,1,2,2,0,0,0,152699.0,152630.0,95758.0,97251.0,98010.0,99669.0,4462.0,0.0,4385.0,3639.0,3762.0,3800.0,1
2209,80000.0,1,1,1,45,1,-2,-1,-1,-1,-1,-50.0,-440.0,170.0,-220.0,390.0,0.0,0.0,1000.0,0.0,1000.0,0.0,780.0,0
18841,190000.0,2,2,2,27,2,2,2,2,0,0,3902.0,4686.0,5459.0,6214.0,7104.0,8973.0,1000.0,1000.0,1000.0,1000.0,2000.0,2000.0,1
28273,20000.0,2,3,2,31,-2,-2,-1,0,0,-1,-885.0,-885.0,18354.0,19064.0,19422.0,4390.0,20.0,21431.0,2300.0,558.0,4403.0,0.0,0
22373,180000.0,2,1,2,27,0,0,0,0,0,0,101489.0,78738.0,78639.0,44295.0,44113.0,37805.0,10006.0,8000.0,1610.0,10000.0,1333.0,8818.0,0
2267,360000.0,1,2,1,39,0,0,0,0,0,0,23690.0,67560.0,26649.0,15830.0,20025.0,21404.0,60284.0,16079.0,5024.0,9032.0,8035.0,12073.0,0
5227,50000.0,2,2,2,50,0,0,-2,-2,-2,-2,20800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28302,60000.0,2,3,1,34,2,2,2,4,3,3,6731.0,7777.0,9502.0,9217.0,9722.0,9291.0,1300.0,2000.0,0.0,800.0,0.0,0.0,0
21579,70000.0,2,1,2,25,-1,-1,-1,-1,-2,-1,1288.0,0.0,1999.0,0.0,0.0,842.0,0.0,1999.0,0.0,0.0,842.0,0.0,0
20123,240000.0,2,2,1,32,0,0,0,0,0,0,199789.0,203156.0,201267.0,182484.0,182478.0,175394.0,9000.0,9319.0,6200.0,5894.0,5100.0,6300.0,0
17893,60000.0,1,1,2,29,-1,-1,2,0,-1,-1,816.0,2440.0,1444.0,1634.0,1335.0,1825.0,2440.0,0.0,1000.0,1335.0,888.0,150.0,0
20928,50000.0,1,1,1,33,0,0,2,0,0,0,40505.0,46745.0,45727.0,45515.0,45470.0,4220.0,6930.0,0.0,1200.0,155.0,3000.0,0.0,0
13023,180000.0,1,2,1,41,-1,-1,-1,-1,-1,-1,859.0,1811.0,1335.0,366.0,1811.0,1828.0,1811.0,1335.0,366.0,1811.0,1828.0,366.0,1
20737,20000.0,1,1,2,22,1,2,0,0,0,0,10591.0,10277.0,11304.0,12311.0,12410.0,13358.0,0.0,1500.0,1500.0,600.0,1300.0,0.0,0
27367,390000.0,1,1,2,28,0,0,0,0,0,0,18891.0,19521.0,28868.0,29661.0,21907.0,8205.0,6000.0,10000.0,2000.0,15000.0,5000.0,2000.0,0
11741,20000.0,1,2,2,36,0,0,-2,-2,-2,-2,18400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6548,150000.0,2,2,1,36,0,0,0,0,-1,-1,70001.0,45813.0,44309.0,27428.0,2013.0,4724.0,2500.0,1200.0,2618.0,2013.0,4724.0,0.0,0
3283,110000.0,2,3,1,52,1,-2,-1,-1,-2,-2,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0
15615,100000.0,2,1,2,30,2,2,2,2,0,0,92162.0,93769.0,95163.0,74656.0,65718.0,78474.0,3800.0,3420.0,80.0,1800.0,17000.0,2000.0,0
23662,210000.0,2,1,1,39,-1,-1,-1,-1,-1,-1,5907.0,2615.0,1220.0,5357.0,4160.0,0.0,2637.0,1220.0,5357.0,4160.0,0.0,0.0,0
2277,210000.0,1,1,1,40,-1,-1,-1,-1,-1,-1,6223.0,8143.0,3712.0,3091.0,90817.0,308.0,8146.0,3719.0,3091.0,90817.0,308.0,3369.0,0
26051,160000.0,2,2,1,49,-1,-1,2,0,0,2,16982.0,21353.0,20723.0,21873.0,25999.0,26377.0,4980.0,0.0,1500.0,4520.0,939.0,0.0,0
12355,50000.0,1,3,2,54,0,0,0,0,0,0,43099.0,44233.0,35147.0,12236.0,11013.0,11388.0,2212.0,2126.0,415.0,401.0,559.0,554.0,0
16486,240000.0,2,3,1,55,0,0,0,0,0,0,216170.0,218809.0,226013.0,229014.0,178852.0,182547.0,8000.0,11000.0,9000.0,7000.0,7000.0,7200.0,0
19536,270000.0,2,1,2,30,0,0,0,0,0,0,81488.0,76257.0,70685.0,66539.0,61069.0,56211.0,3000.0,5000.0,3000.0,2200.0,2100.0,3879.0,0
18674,50000.0,2,2,2,22,0,0,0,0,0,0,28544.0,28681.0,23306.0,16282.0,9451.0,9408.0,1450.0,1400.0,1300.0,400.0,400.0,400.0,0
8697,50000.0,1,3,1,43,2,2,2,0,0,0,10413.0,12923.0,12030.0,12650.0,13405.0,13793.0,3000.0,0.0,1500.0,1500.0,1000.0,1500.0,0
22565,360000.0,2,1,2,31,-2,-2,-2,-2,-2,-2,3429.0,33535.0,2441.0,5681.0,65816.0,17577.0,33702.0,2453.0,5710.0,66145.0,17589.0,8050.0,0
16380,30000.0,2,3,1,46,1,2,2,2,2,2,29201.0,30406.0,31295.0,29929.0,27744.0,28117.0,2000.0,1700.0,954.0,0.0,2253.0,1106.0,1
25295,80000.0,2,2,2,24,0,0,0,-1,0,-1,19167.0,10192.0,7241.0,3261.0,6264.0,891.0,3000.0,2005.0,3261.0,3003.0,891.0,2070.0,0
28681,180000.0,2,1,2,30,0,0,0,0,0,-2,7808.0,4511.0,3435.0,5345.0,2018.0,164.0,1198.0,1099.0,2009.0,2024.0,164.0,2159.0,0
24992,340000.0,1,2,1,40,0,0,0,0,0,0,147943.0,144543.0,146603.0,149519.0,151697.0,154499.0,5169.0,5333.0,5366.0,5550.0,7000.0,915.0,0
29670,110000.0,1,1,2,39,0,0,0,0,-2,-2,18310.0,19327.0,20650.0,0.0,0.0,0.0,1327.0,1650.0,0.0,0.0,0.0,0.0,0
5837,90000.0,2,2,3,36,0,0,0,0,0,0,91458.0,91049.0,70101.0,28942.0,27508.0,28250.0,3137.0,5094.0,1106.0,1001.0,1201.0,1074.0,0
10236,160000.0,1,3,1,62,0,0,0,0,0,-2,37615.0,38707.0,40460.0,41149.0,-1.0,-1.0,1700.0,2400.0,2000.0,0.0,0.0,0.0,0
22825,290000.0,2,1,2,31,0,0,0,0,0,0,82939.0,82814.0,71541.0,59493.0,67821.0,71546.0,5017.0,4033.0,2828.0,10000.0,5000.0,3000.0,0
280,250000.0,2,2,1,31,0,0,0,0,0,0,103109.0,102594.0,97109.0,99029.0,100871.0,101299.0,4000.0,4500.0,5000.0,4000.0,5000.0,4400.0,0
22377,60000.0,2,2,2,27,1,2,2,2,2,2,5087.0,7236.0,8104.0,7825.0,8580.0,8300.0,2410.0,1131.0,0.0,886.0,0.0,332.0,0
25274,30000.0,2,2,2,22,0,0,0,0,0,0,29449.0,30308.0,26186.0,27698.0,28987.0,29568.0,1402.0,2000.0,2000.0,2000.0,2500.0,2000.0,0
5161,500000.0,1,2,2,32,-1,-1,-1,-1,0,-1,10339.0,6405.0,-4617.0,16879.0,5195.0,290.0,6405.0,99.0,22480.0,0.0,580.0,36753.0,0
29753,200000.0,1,1,2,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3691,180000.0,1,1,2,29,1,-1,-1,-1,-1,-1,0.0,100000.0,0.0,7632.0,0.0,6071.0,100000.0,0.0,7632.0,0.0,6071.0,0.0,0
5916,110000.0,2,1,1,41,2,2,7,7,7,7,150.0,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11579,280000.0,2,2,1,30,0,0,0,0,0,0,71770.0,74066.0,75907.0,77723.0,79550.0,81801.0,4000.0,3000.0,3000.0,3000.0,3500.0,4000.0,1
18079,450000.0,1,1,2,34,0,0,0,0,0,0,260733.0,228515.0,232762.0,208005.0,194608.0,201044.0,20255.0,50171.0,7096.0,6604.0,10012.0,10000.0,0
19537,30000.0,2,3,1,44,2,0,0,0,0,0,26627.0,27631.0,29179.0,30146.0,26371.0,27567.0,1452.0,2000.0,1500.0,933.0,2000.0,3000.0,1
26024,140000.0,2,2,1,40,0,0,0,0,0,0,98221.0,97548.0,98457.0,102811.0,104605.0,106917.0,3600.0,5000.0,6000.0,5000.0,4000.0,10000.0,0
29720,20000.0,1,3,1,34,0,0,0,0,0,0,17692.0,17293.0,16803.0,16525.0,16185.0,-2623.0,2000.0,2004.0,1500.0,1500.0,0.0,19500.0,0
21740,50000.0,2,3,2,24,2,0,0,0,0,0,57396.0,58941.0,60630.0,53662.0,20229.0,19044.0,2500.0,3000.0,5064.0,1000.0,840.0,1000.0,1
25744,240000.0,2,1,2,31,2,0,0,0,0,0,179483.0,183151.0,185490.0,189351.0,193115.0,197445.0,8151.0,6790.0,6951.0,6915.0,7445.0,7248.0,1
20553,200000.0,1,1,2,28,-2,-2,-2,-2,-2,-2,2626.0,15912.0,1677.0,315.0,3042.0,374.0,15954.0,1677.0,315.0,3042.0,374.0,4500.0,0
11703,200000.0,1,3,1,45,0,0,0,0,0,0,97933.0,78409.0,58998.0,60219.0,61748.0,64220.0,3200.0,2200.0,2200.0,2500.0,3500.0,90000.0,0
11515,200000.0,1,2,1,34,0,0,0,0,0,0,135654.0,173946.0,176894.0,170754.0,172332.0,175960.0,66022.0,6101.0,5898.0,6053.0,6288.0,8000.0,0
9007,150000.0,1,2,1,35,2,2,2,2,2,2,144194.0,145889.0,146189.0,146838.0,148754.0,150746.0,6600.0,5300.0,5600.0,5500.0,5700.0,5500.0,1
11743,30000.0,2,2,2,23,0,0,0,0,0,0,27141.0,25125.0,27835.0,24743.0,28020.0,25607.0,3000.0,5000.0,1000.0,20000.0,3000.0,8000.0,0
28262,20000.0,2,2,1,42,2,3,2,2,2,2,18162.0,18464.0,19465.0,19649.0,19978.0,20512.0,900.0,1600.0,800.0,950.0,1000.0,800.0,1
16470,30000.0,2,3,1,53,2,2,2,2,2,2,17585.0,18598.0,19379.0,19762.0,20141.0,19680.0,1600.0,1379.0,1000.0,1000.0,0.0,1700.0,1
13677,100000.0,2,1,2,24,2,0,0,0,0,0,76831.0,72100.0,66575.0,68499.0,69584.0,71247.0,4037.0,3000.0,3000.0,3000.0,3000.0,2600.0,0
20164,50000.0,2,2,2,42,5,4,3,2,0,0,20235.0,19635.0,19045.0,18300.0,17900.0,17900.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16786,60000.0,1,1,2,29,1,2,2,0,0,2,43434.0,44522.0,43222.0,43588.0,46564.0,47369.0,2100.0,0.0,1708.0,4000.0,2000.0,1903.0,1
29323,40000.0,1,2,2,27,1,3,2,2,3,2,40933.0,39630.0,40340.0,42332.0,41023.0,42722.0,0.0,2000.0,3304.0,0.0,3000.0,1200.0,0
15694,360000.0,1,1,2,29,0,0,0,0,0,0,109997.0,205119.0,209680.0,213527.0,174907.0,126309.0,100000.0,8270.0,8423.0,6753.0,5139.0,5000.0,0
17336,500000.0,2,3,1,36,-2,-2,-2,-2,-2,-2,27866.0,1062.0,27610.0,18133.0,2506.0,169233.0,1062.0,27648.0,25012.0,2506.0,169233.0,11952.0,0
3736,80000.0,1,2,2,33,1,2,0,0,0,0,19073.0,16106.0,57525.0,54990.0,52458.0,54093.0,3895.0,50000.0,2000.0,2000.0,2344.0,1235.0,0
25485,70000.0,2,3,2,31,2,0,0,0,0,0,68174.0,68973.0,69835.0,66216.0,30000.0,30096.0,3200.0,3013.0,2141.0,1200.0,1300.0,1300.0,1
3644,220000.0,2,2,1,34,-1,-1,-1,-1,-1,-1,51565.0,15683.0,1381.0,3300.0,2452.0,2728.0,15683.0,1381.0,3300.0,2452.0,2728.0,0.0,1
7199,20000.0,1,1,1,53,0,0,0,0,0,0,13605.0,14629.0,15640.0,15950.0,16130.0,17011.0,1249.0,1260.0,570.0,436.0,1150.0,1000.0,0
25366,250000.0,2,2,1,25,0,0,0,0,0,0,13358.0,19102.0,23681.0,20869.0,25490.0,31258.0,6000.0,5000.0,4000.0,5000.0,6000.0,5000.0,0
24937,310000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,16577.0,1361.0,2716.0,824.0,757.0,842.0,1361.0,3146.0,824.0,757.0,842.0,13436.0,0
21306,20000.0,1,3,1,60,1,2,0,0,0,0,17495.0,16917.0,17922.0,18201.0,18566.0,19284.0,0.0,1287.0,2000.0,648.0,1000.0,1000.0,0
29366,50000.0,1,2,2,24,0,0,0,0,0,0,10912.0,10401.0,20916.0,20658.0,9426.0,8215.0,2152.0,1209.0,1080.0,438.0,434.0,390.0,0
21524,20000.0,2,2,2,22,-1,3,2,2,0,0,18021.0,17439.0,17466.0,17846.0,18310.0,18923.0,0.0,600.0,1000.0,1000.0,1000.0,700.0,1
21719,120000.0,2,2,2,26,0,0,0,0,0,2,87151.0,88304.0,89657.0,41720.0,29022.0,28422.0,3500.0,3103.0,1800.0,2381.0,0.0,1100.0,0
1838,290000.0,2,2,1,40,0,0,0,0,0,0,274558.0,256910.0,229566.0,148812.0,53157.0,47998.0,10700.0,11014.0,5800.0,1820.0,2000.0,2000.0,1
29916,10000.0,1,2,2,32,2,0,0,0,0,0,9299.0,9576.0,9028.0,9644.0,9790.0,9990.0,1132.0,1384.0,1000.0,196.0,200.0,0.0,0
